,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
21-2571,COMMUNE DE FONTAINE LES DIJON,21210278400015,,,FRC11,1 place de l'Hôtel de ville,21121,Fontaine-lès-Dijon,,(+33) 3-80-58-40-80,,(+33) 3-80-55-45-90,marches-publics@metropole-dijon.fr,http://www.fontainelesdijon.fr,http://www.marches-publics.info,,,,,False,True,,False,True
21-6287,Ville de Bagnères-de-Bigorre,21650059500014,,,FRJ26,"Hôtel de Ville, 28 place des Vignaux",65201,Bagnères de Bigorre,,(+33) 5-62-95-08-05,,,accueil@ville-bagneresdebigorre.fr,http://www.ville-bagneresdebigorre.fr,http://commandepublique.ha-py.fr/,,,,,False,True,,False,True
21-32081,DEPARTEMENT DE LA MANCHE,22500502400081,,,FRD12,98 Route de Candol,50050,Saint-Lo,,(+33) 2-33-05-55-50,,,correspondre@aws-france.com,http://marchespublicsmanche.fr,http://marchespublicsmanche.fr,,http://marchespublicsmanche.fr,http://marchespublicsmanche.fr,,False,True,,False,True
21-12258,Montluçon Communauté,20007108200016,,,FRK11,"Esplanade Georges Pompidou, 1, rue des conches - Cs 23241",03106,Montlucon,,(+33) 4-70-08-19-80,,(+33) 4-70-08-19-89,correspondre@aws-france.com,http://www.montlucon.com,http://agysoft.marches-publics.info,,,,,False,True,,False,True
21-40369,SIARP Pontoise,None,Mme Papiot Géraldine,,,73 rue de Gisors,95300,Pontoise,,01-30-32-22-33,,,g.papiot@siarp.fr,http://www.achatpublic.com,,,,,,False,False,,False,False
21-3911,EHPAD ALEXIS MARQUISET,None,,Céline VALY,FRC21,40 rue de la Gare,25620,MAMIROLLE,,(+33) 3-81-55-95-02,,,economat@ehpad-mamirolle.fr,https://www.ehpad-mamirolle.com,https://achat-sante.safetender.com,,,,,False,True,,False,True
21-3931,Angers Loire Métropole,None,,,FRG02,,None,Angers,,,,,marches.dag@angersloiremetropole.fr,https://alm.marches-securises.fr,https://alm.marches-securises.fr,,,,,True,False,,False,True
21-11576,Université Lumière Lyon 2 - DAJIM,None,,,FRK24,18 quai Claude Bernard,69365,Lyon cedex 07,,,,,marchespublics@listes.univ-lyon2.fr,http://www.univ-lyon2.fr,http://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&amp;AllCons&amp;refConsultation=698414&amp;orgAcronyme=f2h,,http://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&amp;AllCons&amp;refConsultation=698414&amp;orgAcronyme=f2h,http://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&amp;AllCons&amp;refConsultation=698414&amp;orgAcronyme=f2h,,False,True,,False,True
21-32336,Communauté de communes du Clermontois,None,,M. le Directeur général des services,FRE22,9 rue Henri Breuil,60600,Clermont,,(+33) 3-44-50-85-00,,,achats@pays-clermontois.fr,https://www.achatpublic.com/sdm/ent/gen/index.jsp,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,http://www.achatpublic.com,,False,True,,False,True
21-22000,COMMUNAUTE D AGGLOMERATION SEINE EURE,None,,,FRD21,"1, Place Thorel CS10514",27405,LOUVIERS CEDEX,,(+33) 2-76-46-03-30,,,marchespublics@seine-eure.com,http://www.agglo-seine-eure.fr/,http://www.mpe27.fr,,,,,False,False,,False,False
21-34359,EHPAD RESIDENCE DES CEDRES,None,Mme BRAY Laurence,,,9 rue des quatre nations,18250,Henrichemont,,02-48-26-70-28,,,direction.lescedres@outlook.fr,https://etablissements.fhf/annuaire/hopital-fiche.php?id_struct=412,https://marchesonline.achatpublic.com/sdm/ent/gen/ent_recherche.do,,,,,False,False,,False,False
21-38546,Caisse des Ecoles du 20ème,None, Charlemagne Julie,,,"30-36, rue Paul Meurice",75020,Paris,,01-53-39-16-75,,01-53-39-16-75,julie.charlemagne@caissedesecoles20.com,http://www.caissedesecoles20.com/,http://cde20.e-marchespublics.com,,,,,False,False,,False,False
21-8936,CCI FRANCE,None,Mme Litzler Pauline,,,8-10 rue Pierre Brossolette,92309,Levallois-perret cedex,,01-44-45-38-40,,,,http://www.cci.fr,http://www.marches-publics.gouv.fr,,,,,False,False,,False,False
21-37879,,,,,,,,,,,,,,,,,,,,,,,,
21-19642,CENTRE HOSPITALIER ROBERT PAX,26570005400074,,,FRF33,2 RUE RENE FRANCOIS JOLLY,57212,SARREGUEMINES,,,,,cellulemarche@chs-sarreguemines.fr,https://www.hopitaux-sarreguemines.fr/,https://www.marches-securises.fr,,https://www.marches-securises.fr,https://www.marches-securises.fr,,False,True,,False,True
21-10137,CDG 05,None,,,FRL02,1 rue des marronniers - immeuble les fauvettes 2,05000,GAP,,(+33) 4-92-53-23-55,,(+33) 4-92-53-23-55,resp.recrutements.assurances@cdg05.fr,http://www.cdg05.fr,,,,,,True,False,,False,True
21-39288,Université Bordeaux Montaigne,None,"M. LARRE Lionel, Président","Madame Mayi GONZALEZ, Responsable du Pôle achats",,Domaine Universitaire 19 Esplanade des Antilles,33607,Pessac cedex,,05-57-12-47-19,,,marches.publics@u-bordeaux-montaigne.fr,https://www.u-bordeaux-montaigne.fr/,,,,,,False,False,,False,False
21-8787,Ville de Saint-Dizier,None, Quentin BRIERE,,,Hotel de Ville,52100,SAINT-DIZIER,,,,,,,https://www.xmarches.fr/entreprise/detailConsultation.php?key=16229,,,,,False,False,,False,False
21-28015,DEPARTEMENT DE LA SEINE SAINT DENIS,None," TROUSSEL Stéphane, Président",,,"Hôtel du Département, 3 esplanade Jean Moulin",93000,BOBIGNY,,01-43-93-93-93,,,commande-publique@seinesaintdenis.fr,https://seinesaintdenis.fr,https://marchespublics.seinesaintdenis.fr,,,,,False,False,,False,False
21-6309,REGIE PARCS D AZUR,None,,Magali TAULAIGO,FRL03,38 boulevard raimbaldi,06000,NICE,,(+33) 4-89-98-26-64,,,magali.taulaigo@niceazurparking.fr,http://niceazurparking.fr/,http://www.marches-securises.fr,,,,,False,True,,False,True
21-7758,Collectivité de Saint-Barthélemy,21971123100072,,Madame Nathalie GRÉAUX - Service de la Commande Publique,FRY1,LA POINTE - BP 113 - GUSTAVIA,97098,Saint-barthelemy,,(+59)0- 5-90-29-80-42,,,nathalie.greaux@comstbarth.fr,http://www.comstbarth.fr,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,True,,False,True
20-159453,GIP SILPC,None,"Fournereau Francis, directeur",,,2 rie Jean Monnet,87170,Isle,,05-55-43-99-00,,05-55-43-99-01,silpc@silpc.fr,http://www.silpc.fr,http://www.marches.securises.fr,,,,,False,False,,False,False
21-17971,REGIE DES EAUX ODYSSI,45156429800011,,,FRY2,"7-9 Rue des Arts et Métiers, Bat Flore Gaillard-Lot Dillon",97200,Fort de France,,,,,correspondre@aws-france.com,https://www.odyssi.fr/,https://www.odyssi.fr/odyssi/marche-public,,https://www.odyssi.fr/odyssi/marche-public,https://www.odyssi.fr/odyssi/marche-public,,False,True,,False,True
21-28878,Ville de Gonfreville l'Orcher,None,,,FR,Place Jean Jaurès,None,Gonfreville l'Orcher,,,,,contact-marchespublics@gonfreville-l-orcher.fr,http://www.gonfreville-l-orcher-marches.fr,http://www.gonfreville-l-orcher-marches.fr,,,,,True,False,,False,True
21-15631,CH DE BOUR EN BRESSE FLEYRIAT,None,"M. Labro-Gouby Frédérique, CH Bourg-en-Bresse",,,"900, route de Paris",01012,Bourg-en-bresse cedex,,04-74-45-40-75,,,,,,,,,,False,False,,False,False
21-8965,Conseil général du Val d'Oise,None,,,FR108,"2, avenue du parc - CS 20201 Cergy",95032,Cergy pontoise cedex,,,,,marchescg@valdoise.fr,https://marches.maximilien.fr,,,,,,False,True,,False,True
21-8720,Ville de Parthenay,20SVASSU,,Cellule Marchés Publics,FRI33,2 rue de la Citadelle,79200,Parthenay,,(+33) 5-49-94-92-26,,,marches-publics@cc-parthenay-gatine.fr,https://www.cc-parthenay-gatine.fr/,https://www.achatpublic.com,,,,,False,True,,False,True
21-41919,,,,,,,,,,,,,,,,,,,,,,,,
20-159085,Centre Hospitalier Avranches Granville,None,,,FRD12,59 rue de la Liberté,50303,AVRANCHES,,(+33) 2-33-89-42-20,,,marches@ch-avranches-granville.fr,http://www.ch-avranches-granville.fr,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,True,,False,True
20-159197,Com de Communes du Haut Vallespir,24660054800019,,,FRJ15,8 Boulevard du Riuferrer,66150,Arles Sur Tech,,(+33) 4-68-21-82-05,,,accueil@haut-vallespir.fr,http://www.haut-vallespir.fr,http://www.midilibre-marchespublics.com/,,,,,False,True,,False,True
21-40496,ville de Saint-Jean-Bonnefonds,None," Monsieur le Maire, Maire",,,Boulevard Aristide Briand BP 50014,42651,Saint-Jean-Bonnefonds,,04-77-95-07-03,,04-77-95-13-55,contact@ville-st-jean-bonnefonds.fr,http://www.ville-st-jean-bonnefonds.fr/commandepublique,http://www.loire.fr/e-marchespublics,,,,,False,False,,False,False
21-8083,ville de Bois d'Arcy,None, Cambon Céline,,,2 avenue Paul Vaillant Couturier,78390,BOIS D'ARCY,,01-30-45-83-31,,,ccambon@boisdarcy.fr,http://boisdarcy.e-marchespublics.com,http://boisdarcy.e-marchespublics.com,,,,,False,False,,False,False
21-17393,Commune de JURANÇON,None,,,FRI15,6 Rue Charles de Gaulle,64100,JURANÇON,,(+33) 5-59-98-19-70,,,auditassurancesud@gmail.com,http://www.e-marchespublics.com,http://e-marchespublics.com,,http://www.e-marchespublics.com,http://www.e-marchespublics.com,,False,True,,False,True
21-7967,COMMUNE DE CANNES,21060029200010,,,FRL03,"Place Cornut Gentille, Cs 30140",06406,Cannes,,(+33) 4-97-06-45-50,,(+33) 4-97-06-45-40,correspondre@aws-france.com,http://www.cannes.com,http://agysoft.marches-publics.info/,,,,,False,True,,False,True
21-9354,VILLE DE STRASBOURG,None,,,FRF11,"1, Parc de l'Etoile",67076,STRASBOURG CEDEX,,(+33) 3-68-98-51-19,,,marchespublics@strasbourg.eu,https://www.strasbourg.eu,https://alsacemarchespublics.eu,https://alsacemarchespublics.eu,https://alsacemarchespublics.eu,https://alsacemarchespublics.eu,,False,True,,False,True
21-1678,RDT13,068801646,,,FRL04,6 Rue Ernest Prados Le Pont de l'Arc,13097,Aix en provence cx 2,,,,,marchespublics@rdt13.fr,http://www.rdt13.fr,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,True,,False,True
21-6265,Musée du Louvre-Lens,None,,,FRE12,6 rue Charles Lecocq,62300,LENS,,(+33) 3-21-18-62-62,,,achats@louvrelens.fr,http://www.louvrelens.fr,https://louvrelens.e-marchespublics.com/,http://www.louvrelens.fr,https://louvrelens.e-marchespublics.com/,https://louvrelens.e-marchespublics.com/,,False,True,,False,True
21-20958,Département de Meurthe-et-Moselle,None,,,FRF31,"48, Esplanade Jacques Baudot CO 90019",54035,NANCY CEDEX,,,,,commandepublique@departement54.fr,http://www.meurthe-et-moselle.fr/,https://www.xmarches.fr/,https://www.xmarches.fr/,https://www.xmarches.fr/,https://www.xmarches.fr/,,False,True,,False,True
21-23048,MAIRIE DE MAUGUIO CARNON,21340154000017,,,FRJ13,Place de la Libération,34132,Mauguio,,(+33) 4-67-29-05-00,,(+33) 4-67-29-54-24,marchespublics@mauguio-carnon.com,http://www.mauguio-carnon.com,https://www.marches-publics.info,,,,,False,True,,False,True
21-5145,Centre de l'Enfance et de la Famille,None,,,FRK14,22 bd Gambetta CS 30140,63403,Chamalieres cedex,,(+33) 4-73-17-63-00,,(+33) 4-73-17-63-01,j.manaranche@cdef63.fr,http://www.cdef63.fr,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,True,,False,True
21-2034,Ville de Ouistreham,None,,,FRD11,Place Albert Lemarignier,14150,Ouistreham,,(+33) 2-31-97-73-25,,(+33) 2-31-97-73-39,secretariat.general@ville-ouistreham.fr,http://www.ouistreham-rivabella.fr,http://ville-ouistreham.e-marchespublics.com,,,,,True,False,,False,True
21-9051,EHPAD MOIRANS,26380013800046,,,FRK,200 rue de la Canal,38430,Moirans,,(+33) 4-76-35-46-44,,,ehpad.moirans@wanadoo.fr,https://www.marches-securises.fr,https://www.marches-securises.fr,,,,,False,True,,False,True
21-22183,COMMUNAUTE D AGL LIMOGES METROPOLE,None,,,FRI23,19 rue Bernard Palissy,87000,Limoges,,(+33) 5-55-45-78-19,,,marches-publics@limoges-metropole.fr,http://agglo-limoges.e-marchespublics.com,http://agglo-limoges.e-marchespublics.com,,,,,False,True,,False,True
21-1354,CC DU BASSIN AUTERIVAIN HAUT GARONNAIS,20006880700011,,,FRJ23,Rd 820 Zi Robert Lavigne,31190,Auterive,,(+33) 5-61-50-99-00,,(+33) 5-61-50-99-02,responsable-mp@ccba31.fr,http://www.cc-bassinauterivain.fr/,http://www.ladepeche-marchespublics.fr/,,,,,False,True,,False,True
21-1712,Syndicat Intercom Aménagement Chablais,None,"Mme PFLIEGER Géraldine, Présidente",,,23 grande rue,74200,THONON LES BAINS,,04-50-04-24-24,,04-50-04-65-30,dg@siac-chablais.fr,,http://www.mp74.fr,,,,,False,False,,False,False
21-23930,Grand Port Maritime de la Guyane,None,,,FRY30,,None,remire-montjoly,,,,,publication_marche@portdeguyane.fr,http://www.marches-publics.gouv.fr,,,https://www.marches-publics.gouv.fr,https://www.marches-publics.gouv.fr,,False,True,,False,True
21-30319,Voies navigables de France,13001779100018,,,FRE12,"175, rue Ludovic Boutleux CS 30820",62408,Béthune cedex,,(+33) 3-21-63-24-24,,(+33) 3-21-63-24-59,division-achats@vnf.fr,http://www.vnf.fr,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=719379&orgAcronyme=d4t,,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=719379&orgAcronyme=d4t,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=719379&orgAcronyme=d4t,,False,True,,False,True
21-19465,Préfecture région BFC,None,Paul HOUSSEMENT,,,53 rue de la préfecture,21041,Dijon Cedex,,,,,,,,,,,,False,False,,False,False
21-2969,SIRTOM du LAONNOIS,None,,,FRE21,Faubourg de Leuilly,02000,LAON,,,,,wast@sirtom-du-laonnois.com,https://www.xmarches.fr,https://www.xmarches.fr,,,,,False,True,,False,True
21-2686,OPH AUBERVILLIERS,None,,,FR106,122 rue André Karman,93300,AUBERVILLIERS,,,,,marchepublic@oph-aubervilliers.fr,http://www.oph-aubervilliers.fr/,,,,,,False,True,,False,True
21-17565,Agglomération Royan Atlantique,None,,Commande publique,FRI32,107 avenue de Rochefort,17201,Royan,,(+33) 5-46-22-19-20,,(+33) 5-46-05-60-34,marches-publics@agglo-royan.fr,https://www.agglo-royan.fr/,https://www.marches-securises.fr,,,,,False,True,,False,True
21-25411,Com Com des Terres d'Auxois,None,,,FRC11,3 place de la gare,21140,Semur en auxois,,,,,contact@ccterres-auxois.fr,http://ccterres-auxois.fr,,,,,,False,True,,False,True
21-12649,Angers Loire Métropole,None,M. le Président,,,BP80011,49020,Angers cedex 02,,,,,marches.dag@angersloiremetropole.fr,https://alm.marches-securises.fr,https://alm.marches-securises.fr,,,,,False,False,,False,False
21-3678,WIMOOV,42213614300084,,,FR101,"41, rue du Chemin Vert",75011,Paris,,(+33) 1-55-28-89-82,,,sophie.kopyto@wimoov.org,http://www.wimoov.org,http://www.marches-publics.info/,,,,,False,True,,False,True
21-34389,CNAVTS de Paris,None,,,FR,110 avenue de Flandre,75951,Paris cedex 19,,(+33) 1-55-45-89-04,,,jean-luc.de-munck@cnav.fr,http://www.lassuranceretraite.fr,https://meoss.achatpublic.com,,https://meoss.achatpublic.com,https://meoss.achatpublic.com,,False,True,,False,True
21-39598,,,,,,,,,,,,,,,,,,,,,,,,
21-2688,Commune de Laudun L'ardoise,None,,,FR,144 PLACE DU 06 JUIN 1944,30290,Laudun - L'Ardoise,,(+33) 4-66-50-55-88,,,commandepublique@laudunlardoise.fr,http://www.laudunlardoise.fr,,,,,,False,True,,False,True
21-26844,Commune de Courtenay,None," FOLLET Philippe, Maire",,,1 place Honoré Combe,45320,Courtenay,,02-38-97-40-46,,,travaux@courtenay45.com,https://www.courtenay45.fr,http://www.marches-publics.info,,,,,False,False,,False,False
21-7427,Ville de Lanester,None,,,FRH04,1 rue Louis Aragon - CS 20779,56607,LANESTER,,,,,marches-publics@ville-lanester.fr,http://www.lanester.bzh,http://www.megalisbretagne.org,,,,,False,True,,False,True
21-5531,ville de Goussainville,None, le Maire,,,1 Place de la Charmeuse BP 10030,95191,GOUSSAINVILLE,,01-39-94-60-00,,,pascale.boehm@ville-goussainville.fr,http://www.ville-goussainville.fr,http://www.ville-goussainville.fr,,,,,False,False,,False,False
21-37806,FRANCE TERRE D ASILE,78454750700433,,,FR101,24 rue Marc Seguin,75018,Paris,,,,,mecftda@france-terre-asile.org,http://www.france-terre-asile.org/,http://www.marches-publics.info/,,http://www.marches-publics.info/,http://www.marches-publics.info/,,False,True,,False,True
21-36434,Conseil Général des Landes,None,,,FRI13,,None,MONT DE MARSAN,,,,,marchespublics@landes.fr,https://marchespublics.landespublic.org,http://www.landes.fr,,https://marchespublics.landespublic.org,https://marchespublics.landespublic.org,,False,True,,False,True
21-9830,Ville de Sotteville-lès-Rouen,None,,Virginie Abitbol adresse https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2020_VF3FMLeRn7,FRD22,Place de l'Hôtel de Ville BP 19,76301,Sotteville lès rouen cedex,,(+33) 2-35-63-60-60,,,marches.publics@sotteville-les-rouen.fr,https://www.sotteville-les-rouen.fr,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2020_VF3FMLeRn7,,,,,True,False,,False,True
21-16033,brest metropole amenagement,None,,,FRH02,"9, rue Duquesne - CS 23821",29238,BREST cedex 2,,(+33) 2-98-47-83-00,,,contact@brest-bma.fr,https://www.brest-bma.fr,https://www.avispublicsdebretagne.com,,,,,False,True,,False,True
21-8155,CTRE HOSP UNIVERSITAIRE ANGERS,None,,,FRG02,4 rue Larrey,49933,Angers cédex 9,,,,,cjcght49@chu-angers.fr,http://www.chu-angers.fr,https://www.marches-publics.gouv.fr,,,,,False,True,,False,True
21-6308,CENTRE HOSPITALIER NORD CARAIBE,20003106000011,,,FR,- Quartier Lajus,97221,CARBET,,(+33) 5-96-78-02-20,97221,,serviceachats@chnc972.fr,https://www.antilles-legales.fr,https://www.antilles-legales.fr:443/879,https://www.antilles-legales.fr,https://www.antilles-legales.fr,,,False,True,,False,True
21-31051,SOCIETE AMENAGEMENT DE LA SAVOIE,None,,Mandataire agissant au nom et pour le compte de la commune de Les Belleville,FRK27,137 rue François Guise,73000,chambery,,,,,mcissokho@sas73.fr,http://www.sas73.fr,http://www.achatpublic.com,,,,,False,False,,False,False
21-6199,Codecom 'Les Vosges côté sud-ouest',None,,,FRF34,43 rue de la République,88260,DARNEY,,,,,eroux@vosgescotesudouest.fr,https://www.xmarches.fr,https://www.xmarches.fr,,,,,False,True,,False,True
21-27522,SETEC ORGANISATION PR BORDEAUX METROPO,None,M. GAILLAT Etienne,,,42-44 rue Général de Larminat,33000,Bordeaux,,05-24-54-55-40,,,bordeaux@orga.setec.fr,,https://marchesonline.achatpublic.com/sdm/ent/gen/ent_recherche.do,,,,,False,False,,False,False
21-30486,Centre Hospitalier de Laval (53),None, Mélanie FERRAND,,,33 rue du Haut RocherBP CS 91 525,53015,Laval Cedex,,(+33) 2-43-66-50-16,,(+33) 2-43-68-19-26,cellulemarches.ght53@chlaval.fr,http://www.chlaval.fr,https://www.marches-securises.fr,,,,,False,False,,False,False
21-3492,Ville de Petit Couronne,None,Service des Marchés Publics,,,Place de la Libération,76650,Petit Couronne,,,,,,,http://www.ville-petit-couronne-marches.com,,,,,False,False,,False,False
20-159396,SYND.DEPT D'ENERGIES DU CALVADOS,None,,"Mme Léa QUENOUAULT, responsable achats et marchés publics",FRD1,Esplanade Brillaud de Laujardière  -  CS 75046,14077,CAEN CEDEX 5,,,,,marches@sdec-energie.fr,https://www.sdec-energie.fr/,https://www.uamc14.org/sieecalvados,,,,,False,True,,False,True
21-6000,SIMER de Montmorillon,25860049300013,,,FRI34,31 rue des ClavièresBP60040,86501,Montmorillon,,(+33) 5-49-91-11-90,,(+33) 5-49-91-62-66,commande.publique@simer86.fr,https://www.simer86.fr,https://www.marches-securises.fr/,,,,,False,True,,False,True
21-38291,Commune de La Ferté Alais,None, Roblin Laure,,,5 Rue des Fillettes,91590,La Ferté-Alais,,01-69-90-88-44,,,mairie@lafertealais.fr,http://www.lafertealais.fr,,,,,,False,False,,False,False
21-10231,Commune de Saint-Victoret,None,SEDOLA Léandra,,,Esplanade Albert Mairot,13730,Saint-Victoret,,04-42-15-32-15,,,marchespublics@mairiesaintvictoret.fr,http://www.saintvictoret.fr,http://www.marches-publics.info,,,,,False,False,,False,False
20-158878,Ville de Vedene,None,,,FR,"11, rue jean moulin BP 30026",84271,vedene,,(+33) 4-90-23-76-20,,,v.marin@mairie-vedene.fr,http://www.klekoon.com,http://www.klekoon.com,,http://www.klekoon.com,,,False,True,,False,True
21-6373,Communauté Agglo. PrivasCentreArdèche,20007141300013,,,FRK22,1 rue Serre du Serret BP 337,07003,Privas,,(+33) 4-75-64-07-07,,(+33) 4-75-30-53-94,agglo@privas-centre-ardeche.fr,http://www.privas-centre-ardeche.fr,http://www.achatpublic.com,,http://www.achatpublic.com,http://www.achatpublic.com,,True,False,,False,True
21-1643,Cté de Communes de la Région de Blain,None, Sophie Passieux,,,1 avenue de la Gare - BP 29,44130,Blain,,02-40-79-96-72,,02-40-79-96-71,achatmarchespublics@cc-regionblain.fr,http://cc-region-blain.e-marchespublics.com,http://cc-region-blain.e-marchespublics.com,,,,,False,False,,False,False
21-3959,Commune de Revel,21310451600017,,,FRJ23,20 rue Jean Moulin,31250,Revel,,(+33) 5-62-18-71-40,,(+33) 5-62-18-71-41,mairie@mairie-revel.fr,http://www.mairie-revel.fr/fr,http://mp.maires81.asso.fr,,,,,False,True,,False,True
21-16169,COM DE COMMUNES TERRE DE CAMARGUE,None," CRAUSTE Robert, Président",,,13 Rue du port,30220,AIGUES-MORTES,,04-66-73-91-20,,,cc@terredecamargue.fr,http://www.terredecamargue.fr,https://www.agysoft.marches-publics.info,,,,,False,False,,False,False
21-21894,Groupe CCIR Paris Ile-de-France,None,,,FR1,47-49 Rue de Tocqueville,75017,Paris,,,,,acheteurs@cci-paris-idf.fr,http://cci-paris-idf.fr,https://www.marches-publics.gouv.fr/?page=entreprise.AccueilEntreprise,,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=709207&orgAcronyme=l2m,https://www.marches-publics.gouv.fr/?page=entreprise.AccueilEntreprise,,True,False,"<?xml version=""1.0"" encoding=""UTF-16""?>
<LOI_COMPTE_AUTRE_PAYS xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Pour le lot noA4 : marché passé dans le cadre d'un groupement de commande entre Gpe CCI Paris Ile-de-France, CCI de Normandie. Mandataire : GIE Groupe CCI Parsi Ile-de-France.</LOI_COMPTE_AUTRE_PAYS>",True,False
